,Data,QuantidadePerdida,SetorProduto,CategoriaProduto,NomeProdutoCompleto,PrecoVenda,Fornecedor,PrecoCusto,TipoPerda,Produto,AcaoReducaoPerda,CustoReducaoPerda,Loja,Ano,NomeMes,NomeDia,ValorTotalPerdaVenda,ValorTotalPerdaCusto
1238,2024-12-15,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,dezembro,domingo,89.85000000000001,52.5
1239,2024-04-24,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,abril,quarta-feira,269.55,157.5
1240,2024-03-30,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,março,sábado,89.85000000000001,52.5
1241,2024-05-10,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,maio,sexta-feira,89.85000000000001,52.5
1242,2024-08-14,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,agosto,quarta-feira,449.25,262.5
1243,2024-08-20,60,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,agosto,terça-feira,359.40000000000003,210.0
1244,2024-06-24,60,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,junho,segunda-feira,359.40000000000003,210.0
1245,2024-03-14,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,março,quinta-feira,179.70000000000002,105.0
1246,2024-11-15,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,novembro,sexta-feira,269.55,157.5
1247,2024-05-18,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,maio,sábado,449.25,262.5
1248,2024-07-06,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,julho,sábado,179.70000000000002,105.0
1249,2024-06-01,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,junho,sábado,179.70000000000002,105.0
1250,2024-04-14,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,abril,domingo,179.70000000000002,105.0
1251,2024-03-29,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,março,sexta-feira,179.70000000000002,105.0
1252,2024-12-19,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,dezembro,quinta-feira,269.55,157.5
1253,2024-03-11,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,março,segunda-feira,449.25,262.5
1254,2024-08-21,60,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,agosto,quarta-feira,359.40000000000003,210.0
1255,2024-05-06,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,maio,segunda-feira,179.70000000000002,105.0
1256,2024-05-21,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,maio,terça-feira,179.70000000000002,105.0
1257,2024-01-07,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,janeiro,domingo,179.70000000000002,105.0
1258,2024-04-13,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,abril,sábado,179.70000000000002,105.0
1259,2024-09-01,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,setembro,domingo,179.70000000000002,105.0
1260,2024-12-15,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,dezembro,domingo,269.55,157.5
1261,2024-01-24,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,janeiro,quarta-feira,89.85000000000001,52.5
1262,2024-04-03,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,abril,quarta-feira,179.70000000000002,105.0
1263,2024-07-09,60,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,julho,terça-feira,359.40000000000003,210.0
1264,2024-05-10,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,maio,sexta-feira,89.85000000000001,52.5
1265,2024-02-15,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,fevereiro,quinta-feira,449.25,262.5
1266,2024-03-17,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,março,domingo,449.25,262.5
1267,2024-03-01,60,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,março,sexta-feira,359.40000000000003,210.0
1268,2024-07-20,60,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,julho,sábado,359.40000000000003,210.0
1269,2024-09-20,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,setembro,sexta-feira,269.55,157.5
1270,2024-04-30,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,abril,terça-feira,449.25,262.5
1271,2024-09-27,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,setembro,sexta-feira,179.70000000000002,105.0
1272,2024-04-29,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,abril,segunda-feira,179.70000000000002,105.0
1273,2024-04-03,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,abril,quarta-feira,269.55,157.5
1274,2024-07-12,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,julho,sexta-feira,269.55,157.5
1275,2024-10-03,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,outubro,quinta-feira,179.70000000000002,105.0
1276,2024-04-09,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,abril,terça-feira,89.85000000000001,52.5
1277,2024-03-24,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,março,domingo,449.25,262.5
1278,2024-09-14,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,setembro,sábado,179.70000000000002,105.0
1279,2024-01-06,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,janeiro,sábado,449.25,262.5
1280,2024-12-09,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,dezembro,segunda-feira,89.85000000000001,52.5
1281,2024-06-23,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,junho,domingo,269.55,157.5
1282,2024-07-14,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,julho,domingo,449.25,262.5
1283,2024-04-08,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,abril,segunda-feira,89.85000000000001,52.5
1284,2024-04-30,60,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,abril,terça-feira,359.40000000000003,210.0
1285,2024-09-16,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,setembro,segunda-feira,449.25,262.5
1286,2024-04-18,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,abril,quinta-feira,89.85000000000001,52.5
1287,2024-06-04,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,junho,terça-feira,89.85000000000001,52.5
1288,2024-09-11,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,setembro,quarta-feira,89.85000000000001,52.5
1289,2024-11-03,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,novembro,domingo,449.25,262.5
1290,2024-05-15,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,maio,quarta-feira,449.25,262.5
1291,2024-09-04,60,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,setembro,quarta-feira,359.40000000000003,210.0
1292,2024-11-07,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,novembro,quinta-feira,449.25,262.5
1293,2024-03-21,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,março,quinta-feira,269.55,157.5
1294,2024-01-26,15,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,janeiro,sexta-feira,89.85000000000001,52.5
1295,2024-03-07,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,março,quinta-feira,179.70000000000002,105.0
1296,2024-09-08,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,setembro,domingo,449.25,262.5
1297,2024-03-02,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,março,sábado,449.25,262.5
1298,2024-11-03,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,novembro,domingo,269.55,157.5
1299,2024-11-20,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,novembro,quarta-feira,269.55,157.5
1300,2024-03-15,30,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,março,sexta-feira,179.70000000000002,105.0
1301,2024-03-16,60,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,março,sábado,359.40000000000003,210.0
1302,2024-02-06,45,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,fevereiro,terça-feira,269.55,157.5
1303,2024-06-13,60,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,junho,quinta-feira,359.40000000000003,210.0
1304,2024-07-12,75,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Morumbi,2024,julho,sexta-feira,449.25,262.5
1305,2024-09-01,60,Hortifruti,Frutas,Banana Nanica Kg,5.99,Terra Boa,3.5,Alta perecibilidade,Banana Nanica,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,setembro,domingo,359.40000000000003,210.0
1306,2024-05-09,15,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,maio,quinta-feira,224.85,135.0
1307,2024-05-17,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,maio,sexta-feira,1124.25,675.0
1308,2024-07-01,15,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,julho,segunda-feira,224.85,135.0
1309,2024-05-11,30,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,maio,sábado,449.7,270.0
1310,2024-05-02,15,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,maio,quinta-feira,224.85,135.0
1311,2024-04-03,60,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,abril,quarta-feira,899.4,540.0
1312,2024-03-28,60,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,março,quinta-feira,899.4,540.0
1313,2024-04-27,60,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,abril,sábado,899.4,540.0
1314,2024-05-26,15,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,maio,domingo,224.85,135.0
1315,2024-07-14,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,julho,domingo,1124.25,675.0
1316,2024-02-13,60,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,fevereiro,terça-feira,899.4,540.0
1317,2024-11-21,30,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,novembro,quinta-feira,449.7,270.0
1318,2024-01-01,60,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,janeiro,segunda-feira,899.4,540.0
1319,2024-02-08,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,fevereiro,quinta-feira,1124.25,675.0
1320,2024-09-13,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,setembro,sexta-feira,1124.25,675.0
1321,2024-08-18,45,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,agosto,domingo,674.55,405.0
1322,2024-01-24,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,janeiro,quarta-feira,1124.25,675.0
1323,2024-05-23,30,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,maio,quinta-feira,449.7,270.0
1324,2024-07-28,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,julho,domingo,1124.25,675.0
1325,2024-08-31,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,agosto,sábado,1124.25,675.0
1326,2024-06-27,45,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,junho,quinta-feira,674.55,405.0
1327,2024-12-14,45,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,dezembro,sábado,674.55,405.0
1328,2024-09-28,15,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,setembro,sábado,224.85,135.0
1329,2024-05-10,60,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,maio,sexta-feira,899.4,540.0
1330,2024-12-18,15,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,dezembro,quarta-feira,224.85,135.0
1331,2024-11-26,30,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,novembro,terça-feira,449.7,270.0
1332,2024-07-01,45,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,julho,segunda-feira,674.55,405.0
1333,2024-04-06,60,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,abril,sábado,899.4,540.0
1334,2024-12-29,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,dezembro,domingo,1124.25,675.0
1335,2024-03-09,30,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,março,sábado,449.7,270.0
1336,2024-03-20,30,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,março,quarta-feira,449.7,270.0
1337,2024-12-04,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,dezembro,quarta-feira,1124.25,675.0
1338,2024-07-02,60,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,julho,terça-feira,899.4,540.0
1339,2024-12-10,15,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,dezembro,terça-feira,224.85,135.0
1340,2024-12-25,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,dezembro,quarta-feira,1124.25,675.0
1341,2024-05-18,15,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,maio,sábado,224.85,135.0
1342,2024-11-15,30,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,novembro,sexta-feira,449.7,270.0
1343,2024-04-03,15,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,abril,quarta-feira,224.85,135.0
1344,2024-05-05,45,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,maio,domingo,674.55,405.0
1345,2024-10-17,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,outubro,quinta-feira,1124.25,675.0
1346,2024-12-05,60,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,dezembro,quinta-feira,899.4,540.0
1347,2024-08-06,15,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,agosto,terça-feira,224.85,135.0
1348,2024-03-12,75,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Itaim Bibi,2024,março,terça-feira,1124.25,675.0
1349,2024-08-02,15,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Morumbi,2024,agosto,sexta-feira,224.85,135.0
1350,2024-09-04,45,Hortifruti,Frutas,Mamão Papaia Oba Bem Querer Kg,14.99,Terra Boa,9.0,Alta perecibilidade,Mamão Papaia Oba,Uso de Sistema e Controles IA,10000,Shop. Market Place,2024,setembro,quarta-feira,674.55,405.0
